timeStamp,averageExecutionTime,medianOfFlowDuration,maxFlowDuration,flowDurationList,avgCpuByProcess,medianOfCpuByProcess,maxCpuByProcess,cpuByProcessList,avgDiskByProcess,medianOfDiskByProcess,maxDiskByProcess,diskByProcessList,avgMemByProcess,medianOfMemByProcess,maxMemByProcess,memByProcessList,percentageHeap,medianOfHeap,maxHeap,percentHeapList,percentageWorkerThreads,medianOfWorkerThreads,maxWorkerThreads,percentWorkerThreadsList,avgInBufferSize,medianOfInBuffer,maxInBuffer,inBufferSizeList,percentageOutBuffer,medianOfOutBuffer,maxOutBuffer,percentOutBufferList,avgSystemCpuJmx,medianOfSystemCpu,maxSystemCpu,systemCpuJmxList
Jan 12-- 2021 7:48:10 AM,13441.2,13906,14376,14251;13485;13906;14376;11188;,0.38969862,0.457,0.558,0.5583139995563526;0.45734538881567405;0.15343647030836985;,4164242135,4.16E+09,4166067171,4166067171;4163725454;4162933781;,52,52,52,52.0;52.0;52.0;,0.526280561,0.522,0.631,0.5215519816580915;0.6307062057507307;0.42658349583131383;,18.66666667,18,20,18.0;18.0;20.0;,0.666666667,0,2,0;0;2;,0.328888889,0.413,0.48,0.09333333333333334;0.48;0.41333333333333333;,0.392452035,0.461,0.559,0.5588642569494209;0.46143407595472674;0.15705777140367494;
Jan 12-- 2021 7:50:19 AM,17176,18043,19800,18760;18043;16947;19800;12330;,0.395577786,0.5,0.515,0.515473745275315;0.5003103455108988;0.17094926589469672;,4194688884,4.20E+09,4196495979,4196495979;4195659224;4191911448;,52,52,52,52.0;52.0;52.0;,0.61496866,0.632,0.732,0.7316517112529384;0.4812502968862228;0.6320039708573602;,19,19,19,19.0;19.0;19.0;,0,0,0,0;0;0;,0.431111111,0.453,0.493,0.3466666666666667;0.45333333333333337;0.4933333333333333;,0.396153887,0.504,0.511,0.511304111622104;0.5042665395274928;0.17289100914934033;
Jan 12-- 2021 7:52:27 AM,12360,12358,13742,13742;12358;11793;10870;13037;,0.356824361,0.357,0.558,0.5580302344064961;0.15561848834256806;,4217359938,4.22E+09,4218044776,4218044776;4216675099;,52,52,52,52.0;52.0;,0.59889854,0.599,0.642,0.5556884399864229;0.6421086405371166;,20.5,20.5,21,21.0;20.0;,0,0,0,0;0;,1.613333333,1.613,2.547,2.5466666666666664;0.6799999999999999;,0.358944776,0.359,0.56,0.5599979222599059;0.15789162950918456;
Jan 12-- 2021 7:54:31 AM,14278,14778,15968,14338;15968;14778;15270;11036;,0.456923267,0.454,0.734,0.7341020716384854;0.4541858969746674;0.18248183360087478;,4247982701,4.25E+09,4249097204,4249097204;4247813087;4247037811;,52,52,52,52.0;52.0;52.0;,0.48664871,0.606,0.643,0.21015704984604539;0.6434512205229475;0.6063378582242704;,21.33333333,21,22,21.0;22.0;21.0;,0,0,0,0;0;0;,2.017777778,2.587,2.92,0.5466666666666666;2.92;2.5866666666666664;,0.458530931,0.456,0.735,0.735067776564573;0.4562120124259751;0.18431300418208474;
Jan 12-- 2021 7:56:36 AM,14249.4,14857,16683,13092;15798;16683;14857;10817;,0.313040179,0.313,0.451,0.45051482111824315;0.17556553684733797;,4279498340,4.28E+09,4281124218,4281124218;4277872461;,52,52,52,52.0;52.0;,0.172935869,0.173,0.189,0.15717457330440765;0.18869716466363234;,22.5,22.5,23,22.0;23.0;,0,0,0,0;0;,1.953333333,1.953,2.72,1.1866666666666665;2.7199999999999998;,0.315645039,0.316,0.454,0.45421752112398733;0.17707255672724365;
Jan 12-- 2021 7:58:41 AM,13495,13234,14193,14193;13038;13234;13782;13228;,0.344603865,0.345,0.521,0.5209768819566447;0.16823084748449116;,4307815249,4.31E+09,4308674304,4308674304;4306956194;,52,52,52,52.0;52.0;,0.314399532,0.314,0.315,0.314241041048379;0.3145580224864705;,23,23,23,23.0;23.0;,0,0,0,0;0;,1.526666667,1.527,2.427,2.4266666666666667;0.6266666666666667;,0.346532877,0.347,0.523,0.5231466498769157;0.16991910371881858;
Jan 12-- 2021 8:00:53 AM,13417.8,14379,15588,14379;15588;15226;10222;11674;,0.343402411,0.336,0.528,0.5280369647642023;0.33557294921397907;0.16659731881384918;,4340379156,4.34E+09,4342190873,4342190873;4340033111;4338913485;,52,52,52,52.0;52.0;52.0;,0.476823796,0.422,0.634,0.4220498940321327;0.6338973906284773;0.37452410357719595;,24,24,24,24.0;24.0;24.0;,0,0,0,0;0;0;,0.586666667,0.64,0.653,0.6533333333333333;0.64;0.46666666666666673;,0.345563338,0.331,0.537,0.5374141093147473;0.3312142414431803;0.16806166265647193;
Jan 12-- 2021 8:03:04 AM,14347.4,14397,15575,15025;15575;13918;14397;12822;,0.468491797,0.443,0.789,0.7891316036475071;0.44250185538020664;0.173841931588127;,4369948151,4.37E+09,4371511848,4371511848;4369949529;4368383075;,52,52,52,52.0;52.0;52.0;,0.621505218,0.694,0.724,0.44667234069651357;0.6936936649935544;0.7241496470839828;,25,25,25,25.0;25.0;25.0;,0,0,0,0;0;0;,1.417777778,0.68,2.92,0.6533333333333333;2.92;0.6799999999999999;,0.470543677,0.446,0.789,0.789326902650143;0.44633565708614464;0.17596847014015515;
Jan 12-- 2021 8:05:11 AM,15138.4,15564,16060,15564;16060;13733;15569;14766;,0.33519239,0.3,0.5,0.5001543037390505;0.30012883486900954;0.20529403061835494;,4410294426,4.41E+09,4411233672,4411233672;4410237030;4409412576;,52,52,52,52.0;52.0;52.0;,0.679511294,0.666,0.781,0.7806009718410681;0.5923580215383785;0.665574888721835;,26.66666667,26,28,26.0;28.0;26.0;,0,0,0,0;0;0;,1.16,0.733,2.04,0.7333333333333333;2.04;0.7066666666666667;,0.341139895,0.312,0.505,0.5048892798313855;0.3116141587124547;0.2069162454444189;
Jan 12-- 2021 8:07:26 AM,12508.4,13134,14340,13134;14340;13862;10337;10869;,0.286967104,0.287,0.393,0.39296233999831;0.180971868662081;,4445624552,4.45E+09,4446176160,4446176160;4445072944;,52,52,52,52.0;52.0;,0.192119136,0.192,0.2,0.20011006711931945;0.18412820432694615;,28,28,28,28.0;28.0;,6.5,6.5,13,13;0;,3.506666667,3.507,4.72,4.72;2.2933333333333334;,0.289285275,0.289,0.396,0.3958700288711194;0.18270052053270425;
Jan 12-- 2021 8:09:42 AM,15969.4,15688,16720,15079;15641;16719;15688;16720;,0.293257175,0.293,0.404,0.40413087548365667;0.18238347471075056;,4477311319,4.48E+09,4478039191,4478039191;4476583446;,52.5,52.5,53,52.0;53.0;,0.3230507,0.323,0.407,0.4073898916331806;0.2387115084377162;,28,28,28,28.0;28.0;,0,0,0,0;0;,1.426666667,1.427,2.8,0.05333333333333334;2.8000000000000003;,0.2965535,0.297,0.409,0.40913278894803295;0.18397421194479757;
Jan 12-- 2021 8:11:59 AM,14654,14673,15048,14719;14204;14673;14626;15048;,0.332181696,0.332,0.46,0.45969065406819076;0.20467273873846628;,4515530242,4.52E+09,4516272463,4516272463;4514788020;,53,53,53,53.0;53.0;,0.454270722,0.454,0.533,0.5328531918540637;0.3756882515974989;,29.5,29.5,30,30.0;29.0;,0,0,0,0;0;,1.766666667,1.767,2.76,2.76;0.7733333333333333;,0.330965725,0.331,0.455,0.45549555040616385;0.2064358996322312;
Jan 12-- 2021 8:14:04 AM,11590.8,11375,13641,10969;13641;11375;12516;9453;,0.183944278,0.184,0.184,0.18394427838772523;,4549577922,4.55E+09,4549577922,4549577922;,53,53,53,53.0;,0.616984631,0.617,0.617,0.6169846314271662;,31,31,31,31.0;,0,0,0,0;,4.946666667,4.947,4.947,4.946666666666666;,0.186064393,0.186,0.186,0.1860643925725458;
Jan 12-- 2021 8:16:18 AM,12755.8,12899,13444,13444;12899;11516;12668;13252;,0.427537007,0.541,0.578,0.5779488489802738;0.5413136940017649;0.1633484768357325;,4579268361,4.58E+09,4580461750,4580461750;4579079785;4578263549;,52.66666667,53,53,52.0;53.0;53.0;,0.751896454,0.75,0.861,0.8612243243265965;0.6443446843841605;0.7501203540042071;,31.66666667,32,32,32.0;31.0;32.0;,0.333333333,0,1,1;0;0;,2.942222222,3.04,3.08,3.04;3.08;2.7066666666666666;,0.439169838,0.55,0.602,0.6021820197151424;0.5502481809750297;0.165079313232544;
Jan 12-- 2021 8:18:54 AM,16606.8,16517,16964,16884;16176;16493;16964;16517;,0.381566968,0.445,0.502,0.44453593258972113;0.5019139839640187;0.1982509861799984;,4610546626,4.61E+09,4611985978,4611985978;4610616314;4609037585;,52.33333333,52,53,52.0;52.0;53.0;,0.342556769,0.348,0.403,0.34759995489185574;0.4026102307889631;0.2774601218692042;,32.33333333,32,33,32.0;33.0;32.0;,0,0,0,0;0;0;,2.208888889,0.867,4.92,0.84;4.92;0.8666666666666666;,0.384605573,0.451,0.501,0.45121077856631076;0.5010987050153572;0.20150723430468676;
Jan 12-- 2021 8:21:15 AM,14058.2,15868,16397,15868;16397;11472;16130;10424;,0.181681073,0.182,0.182,0.18168107270213643;,4646549936,4.65E+09,4646549936,4646549936;,53,53,53,53.0;,0.27398728,0.274,0.274,0.27398727970322584;,33,33,33,33.0;,0,0,0,0;,0.506666667,0.507,0.507,0.5066666666666666;,0.184241922,0.184,0.184,0.18424192227054004;
Jan 12-- 2021 8:23:37 AM,12882,13423,14282,12516;14282;13423;13876;10313;,0.354364417,0.339,0.528,0.5282537996251839;0.339437782412235;0.195401669017802;,4684234058,4.68E+09,4686083696,4686083696;4683516504;4683101975;,53,53,53,53.0;53.0;53.0;,0.545022912,0.553,0.671,0.5530967379793347;0.6709211007383005;0.411050896796899;,34.66666667,35,35,34.0;35.0;35.0;,9.666666667,1,28,0;28;1;,1.44,1.187,2.867,0.26666666666666666;2.8666666666666667;1.1866666666666665;,0.356194952,0.337,0.534,0.5336631787260637;0.33728813909992217;0.1976335373287825;
Jan 12-- 2021 8:25:38 AM,11288,12423,13250,12423;12672;13250;8110;9985;,0.222650389,0.223,0.223,0.22265038901260317;,4720261758,4.72E+09,4720261758,4720261758;,53,53,53,53.0;,0.718338393,0.718,0.718,0.7183383931810243;,35,35,35,35.0;,3,3,3,3;,2.746666667,2.747,2.747,2.7466666666666666;,0.224340882,0.224,0.224,0.22434088163420363;
Jan 12-- 2021 8:27:53 AM,13353.6,13000,14704,12095;13000;14578;14704;12391;,0.387211907,0.387,0.551,0.551300568319277;0.22312324540658515;,4761188001,4.76E+09,4762441748,4762441748;4759934253;,53,53,53,53.0;53.0;,0.236930288,0.237,0.328,0.32811800181942574;0.14574257391231865;,36,36,36,36.0;36.0;,3,3,6,0;6;,0.78,0.78,0.947,0.6133333333333334;0.9466666666666667;,0.390372784,0.39,0.556,0.5559524385052964;0.22479312872852364;
Jan 12-- 2021 8:30:21 AM,14042.4,15074,15212,15212;15079;15074;12164;12683;,0.208300107,0.208,0.208,0.2083001066276216;,4799876833,4.80E+09,4799876833,4799876833;,53,53,53,53.0;,0.544938992,0.545,0.545,0.5449389922853902;,37,37,37,37.0;,9,9,9,9;,1.12,1.12,1.12,1.1199999999999999;,0.210501234,0.211,0.211,0.21050123424567857;
Jan 12-- 2021 8:33:03 AM,19282,21196,22700,21196;22606;22700;18705;11203;,0.508414285,0.521,0.779,0.5288963874599645;0.5213604910907653;0.7788498742140465;0.49598318753074905;0.21698148478342139;,4838772566,4.84E+09,4841953196,4841953196;4839825148;4838434991;4837417335;4836232160;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.502420724,0.509,0.573,0.5086339442856759;0.49103721188886706;0.5406038317463868;0.5730048214695782;0.3988238126112729;,39,39,40,38.0;39.0;40.0;39.0;39.0;,13,13,24,0;15;13;24;13;,0.954666667,0.773,1.76,1.0933333333333333;1.76;0.7733333333333333;0.5333333333333333;0.6133333333333334;,0.515203174,0.521,0.791,0.5319882045498149;0.5212664840887672;0.7906317389297441;0.5130095341399619;0.2191199085974297;
Jan 12-- 2021 8:35:09 AM,15428,15395,16336,16336;15424;14762;15223;15395;,0.419131959,0.421,0.62,0.33099837307679664;0.6197977233180422;0.5104383934079039;0.21529334446085246;,4882889658,4.88E+09,4884396896,4884396896;4883453554;4882551237;4881156945;,53,53,53,53.0;53.0;53.0;53.0;,0.634230534,0.628,0.727,0.5848458078628594;0.6711620460412291;0.5536446123427252;0.7272696711853582;,39.25,39,40,39.0;39.0;40.0;39.0;,15.5,14.5,26,7;14;26;15;,1.573333333,1.28,2.827,1.04;1.52;2.8266666666666667;0.9066666666666667;,0.423855103,0.422,0.633,0.33200328333746176;0.6328372038796908;0.5128417470576786;0.2177381762146725;
Jan 12-- 2021 8:38:09 AM,42188.2,60623,62362,62362;61215;60623;13132;13609;,0.351964965,0.352,0.51,0.5096047613922451;0.1943251687982603;,4917977308,4.92E+09,4919022867,4919022867;4916931748;,53,53,53,53.0;53.0;,0.728501351,0.729,0.76,0.6967813754524056;0.7602213256595878;,40.5,40.5,41,41.0;40.0;,22.5,22.5,27,27;18;,1.846666667,1.847,2.653,2.6533333333333333;1.04;,0.355123915,0.355,0.514,0.5138964132279289;0.19635141752590124;
Jan 12-- 2021 8:41:13 AM,14162.6,14143,14962,14375;14962;13600;14143;13733;,0.3583564,0.364,0.553,0.5530678210018324;0.36423875790745586;0.1577626216760157;,4957287581,4.96E+09,4958670937,4958670937;4957575887;4955615918;,53,53,53,53.0;53.0;53.0;,0.390208635,0.383,0.462,0.4624511117788462;0.3256104203878621;0.3825643729882116;,41.33333333,41,42,41.0;41.0;42.0;,0,0,0,0;0;0;,1.84,1.107,3.333,1.08;1.1066666666666667;3.3333333333333335;,0.360345601,0.366,0.556,0.5555899180540642;0.3664549361781373;0.15899194970922403;
Jan 12-- 2021 8:44:46 AM,17244,17107,19296,14753;16345;19296;18719;17107;,0.349110066,0.349,0.52,0.5199285413562635;0.17829159107895742;,4996418144,5.00E+09,4997945373,4997945373;4994890914;,53,53,53,53.0;53.0;,0.547786652,0.548,0.695,0.6945101189544474;0.40106318518290207;,43,43,43,43.0;43.0;,3,3,6,0;6;,2.886666667,2.887,3.187,3.186666666666667;2.5866666666666664;,0.355003818,0.355,0.53,0.5296216954709777;0.1803859410094636;
Jan 12-- 2021 8:47:58 AM,52194.4,60786,61510,61204;60344;60786;61510;17128;,0.318794083,0.274,0.62,0.06264744295219195;0.6199861378461493;0.27374866918494434;,5026433387,5.03E+09,5028698064,5028698064;5025737891;5024864207;,53,53,53,53.0;53.0;53.0;,0.67460581,0.677,0.692,0.6769307395008123;0.6551793918676518;0.6917072999820039;,44,44,45,43.0;44.0;45.0;,19.33333333,29,29,0;29;29;,1.017777778,0.467,2.36,0.22666666666666668;2.36;0.46666666666666673;,0.325363608,0.278,0.631,0.06729266070677864;0.6305608234629068;0.278237338694729;
Jan 12-- 2021 8:51:11 AM,11994.4,12594,12970,12173;12594;12970;12813;9422;,0.219069671,0.219,0.219,0.2190696705911481;,5071591317,5.07E+09,5071591317,5071591317;,53,53,53,53.0;,0.447426179,0.447,0.447,0.44742617888987996;,44,44,44,44.0;,0,0,0,0;,0.44,0.44,0.44,0.44;,0.221265193,0.221,0.221,0.22126519273645207;
Jan 12-- 2021 9:02:14 AM,17607,17939,19454,17313;17939;19454;18704;14625;,0.175126949,0.175,0.175,0.17512694865862571;,5185546163,5.19E+09,5185546163,5185546163;,53,53,53,53.0;,0.450220932,0.45,0.45,0.4502209322299341;,47,47,47,47.0;,0,0,0,0;,0.28,0.28,0.28,0.27999999999999997;,0.177476713,0.177,0.177,0.17747671256139552;
Jan 12-- 2021 9:05:40 AM,12006.4,12859,14641,13110;12344;12859;14641;7078;,0.340149313,0.34,0.513,0.5128723326769732;0.16742629393596903;,5222897800,5.22E+09,5223812190,5223812190;5221983410;,53,53,53,53.0;53.0;,0.421569222,0.422,0.477,0.47735713439247185;0.36578130997674313;,49,49,50,50.0;48.0;,2.5,2.5,3,3;2;,1.586666667,1.587,1.867,1.3066666666666666;1.866666666666667;,0.340037358,0.34,0.512,0.5115037412425898;0.16857097389653197;
Jan 12-- 2021 9:09:15 AM,33760,17158,62426,15252;16103;17158;57861;62426;,0.402573933,0.403,0.625,0.625417147799172;0.1797307184453367;,5263514662,5.26E+09,5264049879,5264049879;5262979444;,53,53,53,53.0;53.0;,0.631584037,0.632,0.712,0.5509211183275328;0.7122469556169719;,50,50,50,50.0;50.0;,17.5,17.5,25,10;25;,1.04,1.04,1.44,1.44;0.64;,0.404715617,0.405,0.628,0.6275456145433516;0.18188561871354092;
Jan 12-- 2021 9:13:09 AM,83694.2,83773,86353,83319;83773;84267;80759;86353;,0.415252276,0.288,0.674,0.6737347732572571;0.2754346699112081;0.287997463779135;0.6361043072885383;0.20299016360143077;,5297451645,5.30E+09,5301482152,5301482152;5298939205;5296536504;5296097373;5294202992;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.706862947,0.769,0.899,0.42379585436822625;0.7849806336743848;0.7694962474673375;0.8993375067824346;0.6567044911829482;,51.2,52,52,50.0;50.0;52.0;52.0;52.0;,21.6,11,44,7;7;39;44;11;,2.08,1.773,4.72,0.0;0.6799999999999999;1.7733333333333334;3.2266666666666666;4.72;,0.420845066,0.299,0.673,0.6733370491298392;0.28239176658242804;0.2990061860319233;0.6440292065585064;0.20546112197196653;
Jan 12-- 2021 9:17:49 AM,58416.4,58931,61310,60222;58931;61310;55505;56114;,0.405444861,0.466,0.534,0.43304004277895525;0.4993542291912847;0.5335119296683146;0.1558732408568931;,5346869463,5.35E+09,5352233869,5352233869;5347596064;5345496727;5342151192;,53,53,53,53.0;53.0;53.0;53.0;,0.471161983,0.47,0.607,0.6069832092075;0.3373183448158108;0.5612650636104165;0.379081314655266;,52,52,53,51.0;53.0;53.0;51.0;,17.75,13,36,9;17;36;9;,1.326666667,0.833,3.227,0.41333333333333333;0.5866666666666667;3.2266666666666666;1.08;,0.410016317,0.47,0.542,0.4375760021026882;0.503182704748947;0.5416358709772611;0.15767069172001646;
Jan 12-- 2021 10:18:51 PM,35007.4,29186,58378,28049;58378;29186;28525;30899;,0.56065372,0.515,0.96,0.09794616017101491;0.4158501542725446;0.41940873371368964;0.4525301178196105;0.5766662719216891;0.8603699649846231;0.9544038599962654;0.8676381742086255;0.9601943366985178;0.0015294232821501973;,5384035812,5.38E+09,5389945602,5389945602;5387559324;5385832970;5385069995;5383696261;5382338872;5382157971;5381386804;5381185423;5381184902;,53,53,53,53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;,0.254000009,0.261,0.364,0.24298550070534183;0.17532211981337073;0.27904576102017564;0.35826753799589683;0.3464745619132328;0.10043691847737755;0.36363194460820075;0.28939674664055515;0.19012106181558136;0.19431793408733408;,51.6,51,53,51.0;52.0;53.0;53.0;52.0;51.0;51.0;51.0;51.0;51.0;,20.2,20.5,34,5;11;17;23;14;18;23;28;29;34;,2.082666667,1.147,6.773,1.4933333333333334;2.7733333333333334;3.36;6.773333333333334;3.2;0.4933333333333333;0.8;0.6799999999999999;0.7066666666666667;0.5466666666666666;,0.564725254,0.517,0.979,0.09965099487528839;0.4172171234660301;0.4155531337532571;0.45397194310157907;0.5792101411140622;0.864120647530699;0.9794118975767542;0.8691190061037304;0.9665048691359114;0.0024927874742933787;
Jan 12-- 2021 10:22:20 PM,56429.6,56122,58663,55017;55605;56122;56741;58663;,0.511960407,0.561,0.663,0.5619555996014052;0.66308807584312;0.60419911133782;0.41734958284917206;0.550118688466707;0.5611306003191261;0.22588119337438287;,5429595896,5.43E+09,5434805854,5434805854;5431267651;5430955665;5429401460;5428609787;5427186836;5424944022;,53,53,53,53.0;53.0;53.0;53.0;53.0;53.0;53.0;,0.425560205,0.389,0.588,0.35611662022103624;0.5875068663143057;0.552147722079917;0.3593863374887833;0.3171143198439184;0.3893352365372892;0.417314329878052;,52.14285714,53,55,52.0;53.0;53.0;53.0;55.0;53.0;46.0;,14.71428571,12,26,10;11;26;21;23;12;0;,1.984761905,1.8,3.333,0.44;3.1466666666666665;2.6933333333333334;1.7999999999999998;1.586666666666667;3.3333333333333335;0.8933333333333333;,0.51675864,0.564,0.663,0.5643019665337569;0.6630461130329722;0.6152653488710631;0.41731921195361843;0.5542446640076844;0.5745009749264292;0.22863220186322764;
Jan 12-- 2021 10:26:13 PM,31929,20827,78415,20646;20827;16936;22821;78415;,0.523899935,0.609,0.715,0.6507120104986146;0.5673126264728948;0.715174022401953;0.16240107920067326;,5470968727,5.47E+09,5473860917,5473860917;5471383902;5469735476;5468894612;,53,53,53,53.0;53.0;53.0;53.0;,0.627349778,0.596,0.752,0.7521110493387427;0.5662295324770864;0.5997568478403881;0.5913016812396882;,53.25,53,54,53.0;53.0;53.0;54.0;,17.25,17,18,17;17;17;18;,0.993333333,0.92,1.507,0.72;1.5066666666666668;0.6266666666666667;1.1199999999999999;,0.531548567,0.619,0.724,0.668051560794509;0.5696709876931163;0.7242871006508567;0.1641846173143;
Jan 12-- 2021 10:31:54 PM,127483.4,127251,130084,126295;128320;127251;130084;125467;,0.550158737,0.609,0.916,0.6301528115875035;0.5745839534949215;0.6094090127980402;0.03020469074567816;0.8857942104717563;0.9155514667359497;0.20541501517377703;,5513043449,5.51E+09,5519651689,5519651689;5515686656;5514591645;5511344544;5510852126;5510642501;5508534985;,53,53,53,53.0;53.0;53.0;53.0;53.0;53.0;53.0;,0.51701971,0.353,0.902,0.2972619702383866;0.16186768905791543;0.26286588942340017;0.35295663185307546;0.765832597670941;0.9022138544752778;0.876139339169704;,54.71428571,54,57,54.0;55.0;55.0;57.0;54.0;54.0;54.0;,13.85714286,11,21,7;8;11;10;20;21;20;,0.902857143,0.587,2.72,0.5866666666666667;2.7199999999999998;0.9733333333333334;0.4266666666666667;0.38666666666666666;0.64;0.5866666666666667;,0.558824881,0.624,0.928,0.6370179558966442;0.5952088244988871;0.6238447634157125;0.030780790274504644;0.8887208779132818;0.9281920418246314;0.20800891388009835;
Jan 12-- 2021 10:37:48 PM,175371.8,204541,207241,127985;131038;204541;206054;207241;,0.644957976,0.666,1,0.4629539106931656;0.41785256211899713;0.6815875386402283;0.5228434062801942;0.6509393612211671;0.5388958719529211;0.020853619559119373;0.8721824187691598;1.0;0.8796627424353322;0.9083922867204833;0.9378936605012999;0.9361924243377773;0.199161863296985;,5560631465,5.56E+09,5568376567,5568376567;5565174522;5564386971;5564009306;5563217633;5562290662;5560511125;5560104736;5559932053;5558447584;5556635227;5555704199;5555351136;5554698792;,53,53,53,53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;,0.480063371,0.478,0.605,0.5457960807142676;0.48292041564592675;0.5658496894653635;0.4631110556700629;0.35710979357607153;0.46160697784583293;0.6050735072431085;0.316593755581729;0.37123391362704483;0.6002941178501503;0.5331472477574987;0.47322587636120694;0.4551542383790567;0.48977052004588006;,55.5,55,57,55.0;56.0;57.0;57.0;56.0;56.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;,18.92857143,21,35,9;12;14;14;23;35;11;21;21;21;21;21;21;21;,2.200952381,0.88,6.827,0.5066666666666666;3.32;3.3333333333333335;5.333333333333334;5.413333333333333;6.826666666666667;0.6533333333333333;0.8;0.96;0.48;0.6133333333333334;0.6666666666666667;0.7066666666666667;1.2;,0.650252857,0.679,0.998,0.46786906816877516;0.4144280888938372;0.6991040590986322;0.525222873096409;0.6580209777014112;0.5493162499441344;0.021687879527427678;0.8920463417282462;0.9977272587108368;0.8808425269468291;0.9083974164651614;0.9395167355609317;0.9479169722204297;0.2014435510989846;
Jan 12-- 2021 10:43:25 PM,127900.8,127188,130417,127188;130417;129869;125703;126327;,0.688727519,0.852,0.999,0.5876679338360592;0.7261053975094892;0.4671844088654882;0.030549048355699243;0.9990943249907732;0.8883263593791946;0.9485663436319632;0.9811582761873878;0.8521455530410661;0.9166559687523019;0.17854909098652536;,5606342156,5.61E+09,5611972264,5611972264;5610188579;5609360016;5607264801;5605403201;5605332996;5604828277;5604212862;5604023769;5603855182;5603321765;,53,53,53,53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;53.0;,0.679425015,0.683,0.815,0.5968609749721188;0.8149942865739065;0.7274998541442038;0.6491850259000967;0.7199332343103317;0.7843122431853261;0.557068945141552;0.6827439002425774;0.734658460989906;0.6596577652673593;0.546760477439064;,56.27272727,56,57,57.0;57.0;57.0;56.0;56.0;56.0;56.0;56.0;56.0;56.0;56.0;,20.54545455,25,25,13;12;15;11;25;25;25;25;25;25;25;,1.300606061,0.747,3.467,2.52;3.0;3.4666666666666663;0.38666666666666666;0.7466666666666667;0.6799999999999999;0.9733333333333334;0.52;0.6133333333333334;0.7466666666666667;0.6533333333333333;,0.692542128,0.858,1,0.6016789201349885;0.724409975731287;0.4707214608422634;0.03181480131647019;1.0;0.888334188651063;0.9525321262569493;0.9863014551317643;0.8575276806982979;0.9240205259408424;0.18062227525984065;
